,id,ts,pred_val
19249,12319,2023-01-14 03:57:10,0.3569206
19250,12321,2023-01-14 03:59:09,0.3569206
19251,12322,2023-01-14 04:00:10,0.3569206
19252,12326,2023-01-14 04:04:10,0.3569206
19253,12327,2023-01-14 04:05:10,0.3569206
19254,12331,2023-01-14 04:09:10,0.3569206
19255,12333,2023-01-14 04:11:10,0.3569206
19256,12334,2023-01-14 04:12:09,0.3569206
19257,12337,2023-01-14 04:15:10,0.3569206
19258,12344,2023-01-14 04:22:10,0.3569206
19259,12346,2023-01-14 04:24:10,0.3569206
19260,12349,2023-01-14 04:27:10,0.3569206
19261,12352,2023-01-14 04:30:09,0.3569206
19262,12354,2023-01-14 04:32:10,0.3569206
19263,12360,2023-01-14 04:38:10,0.3569206
19264,12363,2023-01-14 04:41:10,0.3569206
19265,12367,2023-01-14 04:45:10,0.3569206
19266,12370,2023-01-14 04:48:09,0.3569206
19267,12382,2023-01-14 05:00:10,0.3569206
19268,12390,2023-01-14 05:08:10,0.3569206
19269,12391,2023-01-14 05:09:10,0.3569206
19270,12400,2023-01-14 05:18:09,0.3569206
19271,12408,2023-01-14 05:26:10,0.3569206
19272,12413,2023-01-14 05:31:10,0.3569206
19273,12421,2023-01-14 05:39:10,0.3569206
19274,12423,2023-01-14 05:41:10,0.3569206
19275,12424,2023-01-14 05:42:10,0.3569206
19276,12429,2023-01-14 05:47:10,0.3569206
19277,12434,2023-01-14 05:52:09,0.3569206
19278,12435,2023-01-14 05:53:10,0.3569206
19279,12437,2023-01-14 05:55:10,0.3569206
19280,12452,2023-01-14 06:10:10,0.3569206
19281,12458,2023-01-14 06:16:09,0.3569206
19282,12481,2023-01-14 06:39:10,0.3569206
19283,12490,2023-01-14 06:48:10,0.3569206
19284,12491,2023-01-14 06:49:10,0.3569206
19285,12492,2023-01-14 06:50:10,0.3569206
19286,12494,2023-01-14 06:52:10,0.3569206
19287,12495,2023-01-14 06:53:09,0.3569206
19288,12499,2023-01-14 06:57:11,0.3569206
19289,12500,2023-01-14 06:58:10,0.3569206
19290,12502,2023-01-14 07:00:10,0.3569206
19291,12504,2023-01-14 07:02:10,0.3569206
19292,12509,2023-01-14 07:07:10,0.3569206
19293,12518,2023-01-14 07:16:10,0.3569206
19294,12519,2023-01-14 07:17:10,0.3569206
19295,12520,2023-01-14 07:18:10,0.3569206
19296,12523,2023-01-14 07:21:10,0.3569206
19297,12528,2023-01-14 07:26:10,0.3569206
19298,12533,2023-01-14 07:31:10,0.3569206
19299,12535,2023-01-14 07:33:10,0.3569206
19300,12541,2023-01-14 07:39:10,0.3569206
19301,12547,2023-01-14 07:45:10,0.3569206
19302,12560,2023-01-14 07:58:09,0.3569206
19303,12561,2023-01-14 07:59:10,0.3569206
19304,12566,2023-01-14 08:04:09,0.3569206
19305,12572,2023-01-14 08:10:10,0.3569206
19306,12574,2023-01-14 08:12:10,0.3569206
19307,12575,2023-01-14 08:13:10,0.3569206
19308,12578,2023-01-14 08:16:10,0.3569206
19309,12579,2023-01-14 08:17:10,0.3569206
19310,12583,2023-01-14 08:21:10,0.3569206
19311,12588,2023-01-14 08:26:10,0.3569206
19312,12593,2023-01-14 08:31:10,0.3569206
19313,12597,2023-01-14 08:35:10,0.3569206
19314,12600,2023-01-14 08:38:10,0.3569206
19315,12601,2023-01-14 08:39:10,0.3569206
19316,12612,2023-01-14 08:50:10,0.3569206
19317,12618,2023-01-14 08:56:09,0.3569206
19318,12620,2023-01-14 08:58:10,0.3569206
19319,12624,2023-01-14 09:02:10,0.3569206
19320,12629,2023-01-14 09:07:10,0.3569206
19321,12631,2023-01-14 09:09:09,0.3569206
19322,12633,2023-01-14 09:11:10,0.3569206
19323,12634,2023-01-14 09:12:10,0.3569206
19324,12637,2023-01-14 09:15:10,0.3569206
19325,12638,2023-01-14 09:16:10,0.3569206
19326,12647,2023-01-14 09:25:10,0.3569206
19327,12649,2023-01-14 09:27:11,0.3569206
19328,12651,2023-01-14 09:29:10,0.3569206
19329,12655,2023-01-14 09:33:10,0.3569206
19330,12664,2023-01-14 09:42:10,0.3569206
19331,12668,2023-01-14 09:46:10,0.3569206
19332,12674,2023-01-14 09:52:10,0.3569206
19333,12678,2023-01-14 09:56:10,0.3569206
19334,12683,2023-01-14 10:01:10,0.3569206
19335,12687,2023-01-14 10:05:10,0.3569206
19336,12690,2023-01-14 10:08:10,0.3569206
19337,12691,2023-01-14 10:09:10,0.3569206
19338,12693,2023-01-14 10:11:10,0.3569206
19339,12697,2023-01-14 10:15:10,0.3569206
19340,12699,2023-01-14 10:17:10,0.3569206
19341,12703,2023-01-14 10:21:10,0.3569206
19342,12705,2023-01-14 10:23:10,0.3569206
19343,12710,2023-01-14 10:28:10,0.3569206
19344,12714,2023-01-14 10:32:10,0.3569206
19345,12715,2023-01-14 10:33:09,0.3569206
19346,12717,2023-01-14 10:35:11,0.3569206
19347,12718,2023-01-14 10:36:09,0.3569206
19348,12725,2023-01-14 10:43:10,0.3569206
19349,12727,2023-01-14 10:45:10,0.3569206
19350,12731,2023-01-14 10:49:11,0.3569206
19351,12740,2023-01-14 10:58:10,0.3569206
19352,12747,2023-01-14 11:05:10,0.3569206
19353,12750,2023-01-14 11:08:09,0.3569206
19354,12751,2023-01-14 11:09:10,0.3569206
19355,12752,2023-01-14 11:10:11,0.3569206
